sentences,sentences_labels,Subject,Object,relations,labels,filename,relations_id,cleaned_text,Combinations,Combination_spin_text
"Mega [E1]data center[/E1] projects in China & [E2]Hong Kong[/E2] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems.","Mega [ORG]data center[/ORG] projects in China & [GPE]Hong Kong[/GPE] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems.",data center,Hong Kong,locatedAt,"['ORG', 'GPE']",article_23_the_global_data_center.txt,1,"Mega [E1]data center[/E1] projects in China & [E2]Hong Kong[/E2] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems.","Mega [E2]Hong Kong[/E2] located [E1]data center[/E1] are designed to be of Tier III and Tier IV standards, with the increased deployment of 2N redundant UPS systems.","Mega [E2]Hong Kong[/E2] site [E1]data center[/E1] are design to be of tier III and Tier IV monetary_standard , with the increased deployment of 2N redundant up systems ."
"In collaboration with [E1]Darn Tough Socks[/E1], 100 percent of the proceeds will go to the [E2]Vermont[/E2] Foodbank after the socks are released.","In collaboration with [ORG]Darn Tough Socks[/ORG], 100 percent of the proceeds will go to the [GPE]Vermont[/GPE] Foodbank after the socks are released.",Darn Tough Socks,Vermont,noRelation,"['ORG', 'GPE']",article_73_10_funny_gifts.txt,3,"In collaboration with [E1]Darn Tough Socks[/E1], 100 percent of the proceeds will go to the [E2]Vermont[/E2] Foodbank after the socks are released.","In collaboration with [E1]Darn Tough Socks[/E1], 100 percent of the proceeds will go to the [E2]Vermont[/E2] Foodbank after the socks are released.","In quislingism with [E1]Darn Tough Socks[/E1] , one_hundred percentage of the carry_on will go to the [E2]Vermont[/E2] Foodbank later the windsock are resign ."
"WOTL email said that [E1]Dentons [/E1]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to MUT 103 and [E2]Dolphin MUT 116[/E2].","WOTL email said that [PERSON]Dentons [/PERSON]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to MUT 103 and [ORG]Dolphin MUT 116[/ORG].",Dentons ,Dolphin MUT 116,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3,"WOTL email said that [E1]Dentons [/E1]had confirmed that certain property securities “exist”, are “largely within Dentons’ control” and “can be linked” to MUT 103 and [E2]Dolphin MUT 116[/E2].",WOTL email said that [E2]Dolphin MUT 116[/E2]  [E1]Dentons [/E1].,WOTL email said that [E2]Dolphin MUT 116[/E2] [E1]Dentons [/E1] .
"The [E1]PIF[/E1] is not open-ended and for regulatory purposes will protect investors as a [E2]UK[/E2] alternative investment fund, and will also have the flexibility of an unregulated collective investment scheme.","The [ORG]PIF[/ORG] is not open-ended and for regulatory purposes will protect investors as a [GPE]UK[/GPE] alternative investment fund, and will also have the flexibility of an unregulated collective investment scheme.",PIF,UK,noRelation,"['ORG', 'GPE']",article_68_Professional.txt,3,"The [E1]PIF[/E1] is not open-ended and for regulatory purposes will protect investors as a [E2]UK[/E2] alternative investment fund, and will also have the flexibility of an unregulated collective investment scheme.","The [E2]UK[/E2]  [E1]PIF[/E1] alternative investment fund, and will also have the flexibility of an unregulated collective investment scheme.","The [E2]UK[/E2] [E1]PIF[/E1] option investment fund , and will also have the flexibility of AN unregulated collective investment scheme ."
"Founded in 2008 in [E2]Hanover [/E2]by Smethurst, [E1]Dolphin Trust[/E1] would raise more than €1.5 billion from investors internationally, including the UK, Singapore, Russia, Korea and France.","Founded in 2008 in [GPE]Hanover [/GPE]by Smethurst[ORG], Dolphin Tru[/ORG]st would raise more than €1.5 billion from investors internationally, including the UK, Singapore, Russia, Korea and France.",Dolphin Trust,Hanover ,locatedAt,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,1,"Founded in 2008 in [E2]Hanover [/E2]by Smethurst, [E1]Dolphin Trust[/E1] would raise more than €1.5 billion from investors internationally, including the UK, Singapore, Russia, Korea and France.","Founded in 2008 in [E1]Dolphin Trust[/E1]located[E2]Hanover [/E2] would raise more than €1.5 billion from investors internationally, including the UK, Singapore, Russia, Korea and France.","Founded in 2008 in [E1]Dolphin Trust[/E1]located[E2]Hanover [/E2] would raise more than €1.5 billion from investors internationally, including the UK, Singapore, Russia, Korea and France."
"Meanwhile, the directors of [E2]Dolphin MUT 116[/E2], also McCloskey and [E1]Flynn[/E1], said they “hope to make a decision shortly” on this vehicle, which was geared towards pension investors and owes investors €65.8 million of the total €107 million.","Meanwhile, the directors of [ORG]Dolphin MUT 116[/ORG], also McCloskey an[PERSON]d Fly[/PERSON]nn, said they “hope to make a decision shortly” on this vehicle, which was geared towards pension investors and owes investors €65.8 million of the total €107 million.",Flynn,Dolphin MUT 116,managerOf,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,0,"Meanwhile, the directors of [E2]Dolphin MUT 116[/E2], also McCloskey and [E1]Flynn[/E1], said they “hope to make a decision shortly” on this vehicle, which was geared towards pension investors and owes investors €65.8 million of the total €107 million.","Meanwhile, the directors of [E2]Dolphin MUT 116[/E2], also McCloskey and [E1]Flynn[/E1], said they “hope to make a decision shortly” on this vehicle, which was geared towards pension investors and owes investors €65.8 million of the total €107 million.","Meanwhile , the directors of [E2]Dolphin MUT 116[/E2] , also McCloskey and [E1]Flynn[/E1] , sound_out they “ hope to make A conclusion shortly ” on this vehicle , which was geared towards pension investor and owe investors €65.8 million of the total €107 billion ."
"When it first emerged in July 2019 that [E1]Dolphin Trust[/E1] had missed interest payments in the [E2]UK[/E2], WOTL issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to Germany “when we have security in place for a value in excess of the funds loaned”.","When it first emerged in July 2019 that [ORG]Dolphin Trust[/ORG] had missed interest payments in the [GPE]UK[/GPE], WOTL issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to Germany “when we have security in place for a value in excess of the funds loaned”.",Dolphin Trust,UK,noRelation,"['ORG', 'GPE']",article_56_Charles_Smethurst’s_GPG.txt,3,"When it first emerged in July 2019 that [E1]Dolphin Trust[/E1] had missed interest payments in the [E2]UK[/E2], WOTL issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to Germany “when we have security in place for a value in excess of the funds loaned”.","When it first emerged in July 2019 that [E2]UK[/E2]  [E1]Dolphin Trust[/E1], WOTL issued a letter to brokers highlighting how Irish investors were protected, saying it only passed on money to Germany “when we have security in place for a value in excess of the funds loaned”.","When it first come_forth In July 2019 that [E2]UK[/E2] [E1]Dolphin Trust[/E1] , WOTL come_forth a letter to broker highlight how Irish investor be protected , saying it only pass_by on money to Federal_Republic_of_Germany “ when we have security in set for a value indium extra of the funds loaned ” ."
"The Alphabet Inc. unit is investing in offices and data centers, including more than $1 billion in [E1]The Alphabet Inc.[/E1] home state of [E2]California[/E2], Google Chief Executive Officer Sundar Pichai said in a statement on Thursday.","The Alphabet Inc. unit is investing in offices and data centers, including more than $1 billion in [ORG]The Alphabet Inc.[/ORG] home state of [GPE]California[/GPE], Google Chief Executive Officer Sundar Pichai said in a statement on Thursday.",The Alphabet Inc.,California,locatedAt,"['ORG', 'GPE']",article_26_google_pledges.txt,1,"The Alphabet Inc  unit is investing in offices and data centers, including more than $1 billion in [E1]The Alphabet Inc [/E1] home state of [E2]California[/E2], Google Chief Executive Officer Sundar Pichai said in a statement on Thursday.","The Alphabet Inc  unit is investing in offices and data centers, including more than $1 billion in [E1]The Alphabet Inc [/E1] home state of [E2]California[/E2], Google Chief Executive Officer Sundar Pichai said in a statement on Thursday.","The Alphabet Inc unit be empower atomic_number_49 office and data centre , let_in to_a_greater_extent than $ 1 billion in [E1]The Alphabet Inc [/E1] interior state of [E2]California[/E2] , Google gaffer Executive Officer Sundar Pichai said in deoxyadenosine_monophosphate statement on Thursday ."
"Here in [E2]Europe[/E2], we see second-time founder or early employee founding teams emanating from companies like Skype, [E1]Spotify[/E1], iZettle, Adyen and starting the likes of Klarna and UiPath.","Here in [GPE]Europe[/GPE], we see second-time founder or early employee founding teams emanating from companies like Skype[ORG], Spoti[/ORG]fy, iZettle, Adyen and starting the likes of Klarna and UiPath.",Spotify,Europe,locatedAt,"['ORG', 'GPE']",article_36_the_next_saas_hotspots.txt,1,"Here in [E2]Europe[/E2], we see second-time founder or early employee founding teams emanating from companies like Skype, [E1]Spotify[/E1], iZettle, Adyen and starting the likes of Klarna and UiPath.","Here in [E2]Europe[/E2], we see second-time founder or early employee founding teams emanating from companies like Skype, [E1]Spotify[/E1], iZettle, Adyen and starting the likes of Klarna and UiPath.","Here in [E2]Europe[/E2], we see second-time founder or early employee founding teams emanating from companies like Skype, [E1]Spotify[/E1], iZettle, Adyen and starting the likes of Klarna and UiPath."
"[E1]Anne Wojcicki[/E1], the cofounder and CEO of direct-to-consumer DNA testing firm [E2]23andMe[/E2], told 60 Minutes that she believes that Anne Wojcicki 23andMe adheres to stricter security measures than HIPAA requires.","[PERSON]Anne Wojcicki[/PERSON], the cofounder and CEO of direct-to-consumer DNA testing firm [ORG]23andMe[/ORG], told 60 Minutes that she believes that Anne Wojcicki 23andMe adheres to stricter security measures than HIPAA requires.",Anne Wojcicki,23andMe,managerOf,"['PERSON', 'ORG']",article_110_The_risks_and_rewards.txt,0,"[E1]Anne Wojcicki[/E1], the cofounder and CEO of direct-to-consumer DNA testing firm [E2]23andMe[/E2], told 60 Minutes that she believes that Anne Wojcicki 23andMe adheres to stricter security measures than HIPAA requires.","managerOf [E2]23andMe[/E2][E1]Anne Wojcicki[/E1], told 60 Minutes that she believes that Anne Wojcicki 23andMe adheres to stricter security measures than HIPAA requires.","managerOf [E2]23andMe[/E2][E1]Anne Wojcicki[/E1] , secern LX Minutes that she believes that Anne Wojcicki 23andMe cohere to strict security measures than HIPAA require ."
"The Irish investments were channelled to the German group through two special purpose vehicles (SPVs), MUT 103 and Dolphin MUT 116, registered to the same address and each sharing the same directors as [E2]WOTL[/E2]: Eanna McCloskey and [E1]Brian Flynn[/E1].","The Irish investments were channelled to the German group through two special purpose vehicles (SPVs), MUT 103 and Dolphin MUT 116, registered to the same address and each sharing the same directors as [ORG]WOTL[/ORG]: Eanna McCloskey an[PERSON]d Brian Fly[/PERSON]nn.",Brian Flynn,WOTL,managerOf,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,0,"The Irish investments were channelled to the German group through two special purpose vehicles (SPVs), MUT 103 and Dolphin MUT 116, registered to the same address and each sharing the same directors as [E2]WOTL[/E2]: Eanna McCloskey and [E1]Brian Flynn[/E1].","The Irish investments were channelled to the German group through two special purpose vehicles (SPVs), MUT 103 and Dolphin MUT 116, registered to the same address and each sharing the same directors as [E1]Brian Flynn[/E1]manager[E2]WOTL[/E2].","The Irish investments were channelled to the German group through two special purpose vehicles (SPVs), MUT 103 and Dolphin MUT 116, registered to the same address and each sharing the same directors as [E1]Brian Flynn[/E1]manager[E2]WOTL[/E2]."
"In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[E1] Microsoft[/E1] CEO [E2]Bill Gates[/E2] have denounced wealth tax proposals. Last November, Gates told The New York Times that he’d be willing to pay more in taxes but joked he would get wary if asked to pay $100 billion and questioned how “open-minded” Warren is. After a cordial Twitter exchange between Gates and Warren, she released an online calculator that shows how much billionaires would pay in taxes under her plan.","In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[ORG] Microsoft[/ORG] CEO [PERSON]Bill Gates[/PERSON] have denounced wealth tax proposals. Last November, Gates told The New York Times that he’d be willing to pay more in taxes but joked he would get wary if asked to pay $100 billion and questioned how “open-minded” Warren is. After a cordial Twitter exchange between Gates and Warren, she released an online calculator that shows how much billionaires would pay in taxes under her plan.", Microsoft,Bill Gates,managerOf,"['ORG', 'PERSON']",Article_04.txt,0,"In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[E1] Microsoft[/E1] CEO [E2]Bill Gates[/E2] have denounced wealth tax proposals.","In recent months, prominent billionaires like hedge fund manager Leon Cooperman and former[E2]Bill Gates[/E2] manager [E1] Microsoft[/E1] have denounced wealth tax proposals.","In recent months , prominent billionaires alike circumvent fund manager Leon Cooperman and former[E2]Bill Gates[/E2] manager [E1] Microsoft[/E1] hold denounced wealth tax marriage_proposal ."
"In my last role at [E1]HP[/E1] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [E2]UK[/E2] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.","In my last role at [ORG]HP[/ORG] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [GPE]UK[/GPE] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.",HP,UK,locatedAt,"['ORG', 'GPE']",article_198_hachette_uk.txt,1,"In my last role at [E1]HP[/E1] as Group HR Manager for HP Enterprise Services, my role delivered strategic and operational HR support to the business in the [E2]UK[/E2] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.","In my last role at [E2]UK[/E2] located [E1]HP[/E1] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation.","In my last role at [E2]UK[/E2] located [E1]HP[/E1] and Ireland and included; workforce planning, succession planning, bonus programme design, leadership development and culture transformation."
"“The SUNY Networks of Excellence allow us to offer students unique opportunities to be on the cutting edge of new research and innovation. The research these students are a part of has the potential to transform highly specialized fields. These unique summer internships prepare SUNY students for college and career success,” said [E2]SUNY[/E2] Chancellor [E1]Nancy L. Zimpher[/E1].","“The SUNY Networks of Excellence allow us to offer students unique opportunities to be on the cutting edge of new research and innovation. The research these students are a part of has the potential to transform highly specialized fields. These unique summer internships prepare SUNY students for college and career success,” said [ORG]SUNY[/ORG] Chancello[PERSON]r Nancy L. Zimph[/PERSON]er.",Nancy L. Zimpher,SUNY,managerOf,"['PERSON', 'ORG']",article_173_ccamp.txt,0,"These unique summer internships prepare SUNY students for college and career success,” said [E2]SUNY[/E2] Chancellor [E1]Nancy L  Zimpher[/E1].","These unique summer internships prepare SUNY students for college and career success,” said managerOf[E1]Nancy L  Zimpher[/E1][E2]SUNY[/E2].","These unique summer internships prepare SUNY students for college and career success,” said managerOf[E1]Nancy L  Zimpher[/E1][E2]SUNY[/E2]."
"It leaves [E2]Leicester[/E2] handily placed in third in the Premier League on the shoulder of Manchester United, but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game.","It leaves [ORG]Leicester[/ORG] handily placed in third in the Premier League on the shoulder of Manchester United, but also wondering how they were left thankful fo[PERSON]r Pickfo[/PERSON]rd’s gift, after so much control of the game.",Pickford,Leicester,noRelation,"['PERSON', 'ORG']",article_71_Jordan_Pickford_s_howler_gifts_Leicester_valuable_point.txt,3,"It leaves [E2]Leicester[/E2] handily placed in third in the Premier League on the shoulder of Manchester United, but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game.","It leaves [E1]Pickford[/E1][E2]Leicester[/E2]’s gift, after so much control of the game.","It leaves [E1]Pickford[/E1][E2]Leicester[/E2]’s gift, after so much control of the game."
"[E1]Krajeski[/E1] is also a fan of [E2]Logitech’s[/E2] line of Ultimate Ears products, thanks to their great sound and ease of use.","[PERSON]Krajeski[/PERSON] is also a fan of [ORG]Logitech’s[/ORG] line of Ultimate Ears products, thanks to their great sound and ease of use.",Krajeski,Logitech’s,noRelation,"['PERSON', 'ORG']",article_103_Valentines_Gift.txt,3,"[E1]Krajeski[/E1] is also a fan of [E2]Logitech’s[/E2] line of Ultimate Ears products, thanks to their great sound and ease of use.","[E2]Logitech’s[/E2]  [E1]Krajeski[/E1] line of Ultimate Ears products, thanks to their great sound and ease of use.","[E2]Logitech’s[/E2] [E1]Krajeski[/E1] dividing_line of ultimate spike products , thanks to their great vocalise and rest of use ."
"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [E2]High Court[/E2] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, [PERSON]Dineen [/PERSON]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [ORG]High Court[/ORG] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.",Dineen ,High Court,noRelation,"['PERSON', 'ORG']",article_56_Charles_Smethurst’s_GPG.txt,3,"Acting on the advice of her financial broker, [E1]Dineen [/E1]says Dineen bought €127,000 of loan notes in February 2017 that were to be used by the then-named Dolphin Trust to develop and renovate listed buildings in Germany, the [E2]High Court[/E2] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, [E2]High Court[/E2]  [E1]Dineen [/E1] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation.","Acting on the advice of her financial broker, [E2]High Court[/E2]  [E1]Dineen [/E1] in Dublin heard this month as the septuagenarian sought to have an Irish special purpose vehicle linked to the German group put into liquidation."
"[E1]CNBC[/E1] and SurveyMonkey together polled over 9,000 workers in the [E2]U.S[/E2]. from November 30, 2020 - December 7, 2020 to measure the current concerns of the workforce.","[ORG]CNBC[/ORG] and SurveyMonkey together polled over 9,000 workers in the [GPE]U.S[/GPE]. from November 30, 2020 - December 7, 2020 to measure the current concerns of the workforce.",CNBC,U.S,noRelation,"['ORG', 'GPE']",article_13_CNBC_SurveyMonkey_happiness_survey.txt,3,"[E1]CNBC[/E1] and SurveyMonkey together polled over 9,000 workers in the [E2]U S[/E2].","[E1]CNBC[/E1] and SurveyMonkey together polled over 9,000 workers in the [E2]U S[/E2].","[E1]CNBC[/E1] and SurveyMonkey together pollard o'er 9,000 actor inch the [E2]U S[/E2] ."
"[E1]Kingston Lai[/E1], founder and chief executive of the Hong Kong-based [E2]Asia Bankers Club[/E2], argued that Chinese and Hong Kong investors care more about the future and success of the UK in the long-term.","[PERSON]Kingston Lai[/PERSON], founder and chief executive of the Hong Kong-based [ORG]Asia Bankers Club[/ORG], argued that Chinese and Hong Kong investors care more about the future and success of the UK in the long-term.",Kingston Lai,Asia Bankers Club,managerOf,"['PERSON', 'ORG']",article_61_Post-Brexit.txt,0,"[E1]Kingston Lai[/E1], founder and chief executive of the Hong Kong-based [E2]Asia Bankers Club[/E2], argued that Chinese and Hong Kong investors care more about the future and success of the UK in the long-term.","[E2]Asia Bankers Club[/E2] manager [E1]Kingston Lai[/E1], argued that Chinese and Hong Kong investors care more about the future and success of the UK in the long-term.","[E2]Asia Bankers Club[/E2] manager [E1]Kingston Lai[/E1] , argue that Chinese and Hong Kong investors fear more around the future and success of the UK in the long-term ."
"Contact [E1]Sherryanne Meyer,[/E1] [E2]Rizing Corporate Communications[/E2] Director, Sherry.meyer@rizing.com","Contact [PERSON]Sherryanne Meyer,[/PERSON] [ORG]Rizing Corporate Communications[/ORG] Director, Sherry.meyer@rizing.com","Sherryanne Meyer,",Rizing Corporate Communications,managerOf,"['PERSON', 'ORG']",article_136_qualtics.txt,0,"Contact [E1]Sherryanne Meyer,[/E1] [E2]Rizing Corporate Communications[/E2] Director, Sherry meyer@rizing com.","Contact [E2]Rizing Corporate Communications[/E2] manager [E1]Sherryanne Meyer,[/E1] Director, Sherry meyer@rizing com.","Contact [E2]Rizing Corporate Communications[/E2] manager [E1]Sherryanne Meyer,[/E1] director , sherry meyer @ rizing com ."
"Shift Cycling Culture's core team includes [E1]Erik Bronsvoort[/E1], co-founder [E2]Circular Cycling[/E2] and author of the book ""From Marginal Gains to a Circular Revolution: A practical guide to creating a circular cycling economy.""","Shift Cycling Culture's core team includes [PERSON]Erik Bronsvoort[/PERSON], co-founder [ORG]Circular Cycling[/ORG] and author of the book ""From Marginal Gains to a Circular Revolution: A practical guide to creating a circular cycling economy.""",Erik Bronsvoort,Circular Cycling,managerOf,"['PERSON', 'ORG']",article_76_Decathlon_embraces_circular_economy.txt,0,"Shift Cycling Culture's core team includes [E1]Erik Bronsvoort[/E1], co-founder [E2]Circular Cycling[/E2] and author of the book ""From Marginal Gains to a Circular Revolution: A practical guide to creating a circular cycling economy."".","Shift Cycling Culture's core team includes managerOf [E2]Circular Cycling[/E2][E1]Erik Bronsvoort[/E1] and author of the book ""From Marginal Gains to a Circular Revolution: A practical guide to creating a circular cycling economy."".","Shift Cycling Culture's core team includes managerOf [E2]Circular Cycling[/E2][E1]Erik Bronsvoort[/E1] and author of the book ""From Marginal Gains to a Circular Revolution: A practical guide to creating a circular cycling economy.""."
"“We’re delighted about the relationship between Benify and Alight. Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [E2]Joakim Alm[/E2], CEO of[E1] Benify[/E1]. “Working with multinational companies together, we can provide truly personalized and digital rewards experiences for every employee based on geography to reflect local cultures and values. We look forward to a successful relationship with Alight and to enhancing employee experiences everywhere.”","“We’re delighted about the relationship between Benify and Alight. Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [PERSON]Joakim Alm[/PERSON][ORG], CEO o[/ORG]f Benify. “Working with multinational companies together, we can provide truly personalized and digital rewards experiences for every employee based on geography to reflect local cultures and values. We look forward to a successful relationship with Alight and to enhancing employee experiences everywhere.”", Benify,Joakim Alm,managerOf,"['ORG', 'PERSON']",article_213_Alight.txt,0,"Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [E2]Joakim Alm[/E2], CEO of[E1] Benify[/E1].","Our close alignment and technology-first mindsets made this an obvious and easy decision,” said [E1] Benify[/E1]manager[E2]Joakim Alm[/E2].","Our snug alinement and technology-first mindsets made this an obvious and easy decision , ” order [E1] Benify[/E1]manager[E2]Joakim Alm[/E2] ."
"It leaves Leicester handily placed in third in the Premier League on the shoulder of [E2]Manchester United[/E2], but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game.","It leaves Leicester handily placed in third in the Premier League on the shoulder of [ORG]Manchester United[/ORG], but also wondering how they were left thankful fo[PERSON]r Pickfo[/PERSON]rd’s gift, after so much control of the game.",Pickford,Manchester United,noRelation,"['PERSON', 'ORG']",article_71_Jordan_Pickford_s_howler_gifts_Leicester_valuable_point.txt,3,"It leaves Leicester handily placed in third in the Premier League on the shoulder of [E2]Manchester United[/E2], but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game.","It leaves Leicester handily placed in third in the Premier League on the shoulder of [E2]Manchester United[/E2], but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game.","It leaves Leicester handily placed in third in the Premier League on the shoulder of [E2]Manchester United[/E2], but also wondering how they were left thankful for [E1]Pickford[/E1]’s gift, after so much control of the game."
"In 2015, Indonesia started the construction of a [E1]nickel industrial park[/E1] in [E2]Central Sulawesi[/E2] province in Indonesia, which has now become the largest in the world.","In 2015, Indonesia started the construction of a [ORG]nickel industrial park[/ORG] in [GPE]Central Sulawesi[/GPE] province in Indonesia, which has now become the largest in the world.",nickel industrial park,Central Sulawesi,locatedAt,"['ORG', 'GPE']",article_21_Indonesia_in_focus.txt,1,"In 2015, Indonesia started the construction of a [E1]nickel industrial park[/E1] in [E2]Central Sulawesi[/E2] province in Indonesia, which has now become the largest in the world.","In 2015, Indonesia started the construction of a [E1]nickel industrial park[/E1] in [E2]Central Sulawesi[/E2] province in Indonesia, which has now become the largest in the world.","In 2015 , Indonesia set_off the construction of A [E1]nickel industrial park[/E1] inwards [E2]Central Sulawesi[/E2] state in Indonesia , which have now become the largest inward the world ."
"“Through the good times and the hard times, [E2]Park Tire[/E2] has stood with doors wide open, ready for friendly faces, good conversations and a few new tires to keep everyone safe and happy on the road,” [E1]Jim[/E1] says with a smile.","“Through the good times and the hard times, [ORG]Park Tire[/ORG] has stood with doors wide open, ready for friendly faces, good conversations and a few new tires to keep everyone safe and happy on the road,[PERSON]” J[/PERSON]im says with a smile.",Jim,Park Tire,managerOf,"['PERSON', 'ORG']",article_145_tire_dealer.txt,0,"“Through the good times and the hard times, [E2]Park Tire[/E2] has stood with doors wide open, ready for friendly faces, good conversations and a few new tires to keep everyone safe and happy on the road,” [E1]Jim[/E1] says with a smile.","“Through the good times and the hard times, [E1]Jim[/E1]manager[E2]Park Tire[/E2] says with a smile.","“Through the good times and the hard times, [E1]Jim[/E1]manager[E2]Park Tire[/E2] says with a smile."
"At Maynooth University’s Centre for Ocean Energy Research, Dr [E1]Oliver Mason[/E1] and Prof John Ringwood will partner with [E2]QUB [/E2]and Iowa State University to investigate new ways of improving the efficiency of arrays of wave energy converters.","At Maynooth University’s Centre for Ocean Energy Research, Dr [PERSON]Oliver Mason[/PERSON] and Prof John Ringwood will partner with [ORG]QUB [/ORG]and Iowa State University to investigate new ways of improving the efficiency of arrays of wave energy converters.",Oliver Mason,QUB ,noRelation,"['PERSON', 'ORG']",article_60_Joint_investment_Ireland_US.txt,3,"At Maynooth University’s Centre for Ocean Energy Research, Dr [E1]Oliver Mason[/E1] and Prof John Ringwood will partner with [E2]QUB [/E2]and Iowa State University to investigate new ways of improving the efficiency of arrays of wave energy converters.","At Maynooth University’s Centre for Ocean Energy Research, Dr [E1]Oliver Mason[/E1] and Prof John Ringwood will partner with [E2]QUB [/E2]and Iowa State University to investigate new ways of improving the efficiency of arrays of wave energy converters.","at Maynooth university ’ s Centre for Ocean energy search , Dr [E1]Oliver Mason[/E1] and prof John Ringwood will partner with [E2]QUB [/E2]and Iowa State university to inquire new ways of improve the efficiency of arrays of undulation energy convertor ."
"However, in April last year [E1]Pichai[/E1] said [E2]Google[/E2] would slow hiring for the remainder of 2020, “recalibrating the focus and pace of our investments in areas like data centers and machines.”","However, in April last year [PERSON]Pichai[/PERSON] said [ORG]Google[/ORG] would slow hiring for the remainder of 2020, “recalibrating the focus and pace of our investments in areas like data centers and machines.”",Pichai,Google,managerOf,"['PERSON', 'ORG']",article_26_google_pledges.txt,0,"However, in April last year [E1]Pichai[/E1] said [E2]Google[/E2] would slow hiring for the remainder of 2020, “recalibrating the focus and pace of our investments in areas like data centers and machines.”.","However, in April last year managerOf [E2]Google[/E2][E1]Pichai[/E1] would slow hiring for the remainder of 2020, “recalibrating the focus and pace of our investments in areas like data centers and machines.”.","withal , inch April lastly year managerOf [E2]Google[/E2][E1]Pichai[/E1] would dim hiring for the balance of 2020 , “ recalibrating the centering and pace of our investments in sphere like data centre and machines. ” ."
"In Norway, several [E1]data centers[/E1] are Tier III facilities, however there are Tier IV data centers in [E2]Norway[/E2].","In Norway, several [ORG]data centers[/ORG] are Tier III facilities, however there are Tier IV data centers in [GPE]Norway[/GPE].",data centers,Norway,locatedAt,"['ORG', 'GPE']",article_23_the_global_data_center.txt,1,"In Norway, several [E1]data centers[/E1] are Tier III facilities, however there are Tier IV data centers in [E2]Norway[/E2].","In Norway, several [E2]Norway[/E2] located [E1]data centers[/E1].","In Norway, several [E2]Norway[/E2] located [E1]data centers[/E1]."
